text1,text2,base pred,trained pred,base label,trained label,truth
top edge,excessive envy (of someone in much the same position as oneself),0.0919,0.06525,False,False,False
present time,car sex,0.2491,-0.0149,False,False,False
virtuous,untie,0.2073,0.00236,False,False,False
distance covered (by a ship or aircraft),sweep_through,0.0928,0.684,False,True,True
to prostitute oneself,sound,0.1952,-0.3074,False,False,False
to overhear,leader,0.2346,0.02109,False,False,False
purge,popular name,0.1648,-0.02696,False,False,False
real,barbershop,0.1504,-0.02238,False,False,False
social security,pussy,0.11194,0.1306,False,False,False
diameter,wapiti,0.1799,-0.074,False,False,False
coverage,will-o'-the-wisp,0.1775,-0.1501,False,False,False
observer,I,0.2496,0.0799,False,False,False
introductory part,distinguished citizen,0.1877,0.06604,False,False,False
paper craft,confectioner with a prefectural hygiene licence,0.0692,-0.0451,False,False,False
emperor,Grashof number,0.08923,-0.005276,False,False,False
Christmas period,small,0.1508,0.0661,False,False,False
old roots,student responsible for school lunch distribution and clean-up,-0.06396,-0.0769,False,False,False
game changer,point of contention,0.1721,0.00957,False,False,False
laurel oil,solidarity,0.08856,-0.0965,False,False,False
dynastic era,outskirts,0.1927,0.02786,False,False,False
candy-coated grapes on a stick,to do as a preparation,0.09595,-0.1339,False,False,False
to be difficult,to exclude,0.2155,0.12,False,False,False
desirable,boo-hoo,0.1604,-0.0786,False,False,False
three evil worlds hell,past,0.1332,-0.06073,False,False,False
thoughtlessness,amebic dysentery,0.0862,-0.01889,False,False,False
be apt to,be likely to,0.4436,0.743,True,True,True
only ...,ghost character,0.10406,0.02512,False,False,False
address modification,have said,0.06415,-0.007057,False,False,False
exclude,due,0.2747,-0.0775,False,False,False
vote_in,simulation,0.09686,0.03888,False,False,False
treachery,double-dealing,0.2467,0.482,False,True,True
early-Meiji administrative unit for Hokkaido (1869-1882),gardener,0.0761,0.04404,False,False,False
to use abusive language,overtime pay,0.0477,-0.04333,False,False,False
suit,defer to another as if an older brother,0.1121,-0.1032,False,False,False
to hammer out the details,acute stress reaction,0.03912,-0.03027,False,False,False
snowscape,hooligans,0.274,0.00809,False,False,False
ascertainment,track,0.2338,0.1509,False,False,False
to be changed,backpacker,0.1604,-0.007706,False,False,False
accidental bid,bid made in mistake,0.836,0.7646,True,True,True
one's luck with the opposite sex,to raise,0.105,-0.169,False,False,False
inside of,thread starter,0.1609,-0.02531,False,False,False
to bring up (a subject),deep,0.2512,-0.01408,False,False,False
congratulatory visit to the Imperial Palace (e.g. at New Year),(US) state song,0.06018,0.03668,False,False,False
autonomous community,head (of a doll),0.08606,-0.1538,False,False,False
atonality,to give up,0.242,-0.1284,False,False,False
bunkafu,giving one's imagination full play without any ground,0.1127,-0.04785,False,False,False
butt plug,butt plug,0.9995,1.001,True,True,True
bowing,foster parent,0.08936,-0.008415,False,False,False
internal (e.g. disk),loan,0.1048,0.09216,False,False,False
cut_to,liver cancer,0.1131,-0.03397,False,False,False
covering private parts (esp. actors during filming),disconnectedness,0.02733,0.0855,False,False,False
to produce,active,0.2096,0.02298,False,False,False
go_around,ramp,0.2532,0.2522,False,False,False
no-iron,to put off,0.2078,-0.04907,False,False,False
to pare,scenic beauty of mountains and streams,0.0261,-0.11163,False,False,False
surströmming,augmented reality,0.1398,0.02342,False,False,False
full version,home-baked,0.1567,-0.01915,False,False,False
auricle,funhouse,0.1667,-0.0939,False,False,False
leading,drupe,0.2468,0.0711,False,False,False
guided tour,acting shugo (Kamakura or Muromachi period military governor),0.1192,0.0803,False,False,False
benign migratory glossitis,slender,0.1226,-0.010345,False,False,False
thinking,think_out,0.606,0.8877,True,True,True
influence,conditioned,0.221,0.02403,False,False,False
the mind,inner feelings,0.513,0.6777,True,True,True
carp cooked in miso soup,fixative,0.0677,0.03253,False,False,False
"Water Horse (19th term of the sexagenary cycle, e.g. 1942, 2002, 2062)",ordinarily,0.0738,0.0585,False,False,False
to cast a shadow,feast,0.2477,-0.1837,False,False,False
baffling,puzzle_out,0.2766,0.7314,False,True,True
separation,worldliness,0.2957,0.0705,False,False,False
live birth,take_up,0.1656,0.00636,False,False,False
to be used up,to come to an end,0.3354,0.4963,False,True,True
ceiling,goddess,0.2421,0.0293,False,False,False
advance warning,domestic loan,0.0701,0.05865,False,False,False
to bend (with great force),Council of Europe,0.0919,0.04077,False,False,False
look_up,cooperation,0.111,0.0972,False,False,False
battlecruiser,dark green,0.2244,-0.04343,False,False,False
sometimes,from time to time,0.356,0.7095,False,True,True
brisk,recede,0.2278,-0.02979,False,False,False
brave,the same kind,0.2137,-0.04828,False,False,False
speed_up,statement,0.1934,0.0269,False,False,False
clear,extreme,0.2152,0.3271,False,False,False
ONDCP,likeness,0.2028,-0.10895,False,False,False
fastening (as in a joint),crosspoint,0.1903,0.2754,False,False,False
thermoplasticity,Hangul (Korean script),0.02492,0.11334,False,False,False
related to medical care,one color,0.1256,-0.007195,False,False,False
admissions office,Polynesia,0.09033,-0.03458,False,False,False
malfunction,active page,0.12427,-0.01659,False,False,False
so-and-so,to raise (one's voice),0.15,-0.10175,False,False,False
to allude to,samurai guard house (Heian and Kamakura periods),0.0744,0.0901,False,False,False
fall,(one's own) style,0.1249,0.01727,False,False,False
clutter,like it grows on trees,0.1459,-0.03323,False,False,False
seed,Heaven,0.287,0.1079,False,False,False
lingering charm,place where fire is likely to break out,0.10876,0.0807,False,False,False
disgraceful,scandalous,0.6206,0.7866,True,True,True
clear,unsaturated,0.4688,-0.000419,True,False,False
licence,"dirt (road, path, etc.)",0.1993,-0.1141,False,False,False
secrecy,secrecy,1.0,1.0,True,True,True
he,new sphere of activity,0.03992,-0.00946,False,False,False
deep-fried skewered meat and vegetables,paging,0.07635,-0.03485,False,False,False
welcoming reception,center of a noh stage,0.1351,-0.00482,False,False,False
luxury liner,waypoint (e.g. with a GPS),0.01976,0.1991,False,False,False
threat of rain,if we put this another way,0.1595,-0.02274,False,False,False
deep,heavy,0.41,0.602,False,True,True
counterexample,counter-example,0.7964,0.862,True,True,True
why,retort,0.3005,0.006527,False,False,False
critical state,trifling matter,0.3062,0.1793,False,False,False
tactful,smooth,0.3174,0.4,False,False,True
(another's respected) father,salvage,0.1056,-0.02414,False,False,False
Cape penguin,one's upbringing,0.1398,0.008446,False,False,False
wartweed (Euphorbia helioscopia),sun splurge,0.1559,0.1035,False,False,True
making allowances,determinate,0.1927,-0.01703,False,False,False
(a) science,everyday occurrence,0.1895,0.2078,False,False,False
to make (a call),the Fly,0.2588,-0.06464,False,False,False
carp-shaped windsock traditionally flown to celebrate the Children's Day in May,Igbo (language),0.00261,-0.0705,False,False,False
high clouds,fail,0.1544,0.01213,False,False,False
breast enlargement,to have a twisted personality,0.0875,-0.0995,False,False,False
to be ...-ing,to (have the audacity to) do,0.2106,0.4348,False,False,False
epicureanism,"to poison (e.g. food, drink)",0.0856,-0.07697,False,False,False
heading,"thick pancake containing bean jam, served hot",0.11456,-0.02362,False,False,False
to take back,governor of a feudal domain (1869-1871),0.0857,-0.03183,False,False,False
American soldier,to resign,0.1414,0.11115,False,False,False
unavoidable,evitable,0.5474,-0.04843,True,False,False
period,test case,0.3052,0.06995,False,False,False
what one feels like (doing),being so minded,0.2412,0.66,False,True,True
tingling,stinging,0.5195,0.7383,True,True,True
foundation,foundation,1.001,1.0,True,True,True
coloring agent,colorlessness,0.5127,0.1299,True,False,False
shallow wisdom,unpopularity,0.26,0.2041,False,False,False
flat part on the top of the cranium,to be confined indoors,0.03485,0.054,False,False,False
look_after,cell cycle,0.0368,-0.01424,False,False,False
Matsuba-kai (yakuza syndicate),native,0.1445,0.05698,False,False,False
stagnant water,push,-0.002592,-0.00874,False,False,False
to squeak,comb teeth,0.2827,0.1704,False,False,False
provincial dialect,rural dialect,0.6846,0.8525,True,True,True
forensic investigation,general linear model,0.06415,-0.1357,False,False,False
acid anhydride,dislodge,0.09814,-0.08,False,False,False
before use,to speak sharply (e.g. during a heated discussion or argument),0.0861,-0.2144,False,False,False
obedience,traditional Chinese cold remedy (a medical powder with antipyretic and diaphoretic effects),0.002394,-0.03763,False,False,False
the Arctic,hold_over,0.1223,-0.0847,False,False,False
in one gulp,dependent on,0.1329,-0.0739,False,False,False
blood type incompatibility,relative change from last year,0.008606,0.2247,False,False,False
photoreceptor cell,dorado,-0.05325,-0.1136,False,False,False
brick,go for broke,0.204,0.11084,False,False,False
thin_person,mooning,0.1718,0.05722,False,False,False
pray,pray,1.0,1.0,True,True,True
shell or bullet fragment,astronomical figure,0.1156,0.1606,False,False,False
repeatedly working over one's writing,cyclical,0.182,0.1592,False,False,False
to be infatuated (with),to be infatuated (with),1.0,0.9995,True,True,True
media conversion,big bend (esp. in a road),0.0002133,-0.0756,False,False,False
(one) before last,two in front (e.g. rows),0.2014,0.464,False,True,True
convict,steep peak,0.1432,-0.05865,False,False,False
gun barrel,sugar,0.1616,0.01186,False,False,False
our gracious (e.g. Queen),dancing costume,0.1774,0.05148,False,False,False
cicada abundant in late spring,Rhizopogon rubescens (species of edible mushroom),0.1646,-0.1326,False,False,False
ruthless,tough guy,0.3418,0.3845,False,False,False
dark blue,deep blue,0.7476,0.939,True,True,True
eutherians,neighbor across the street,0.0784,0.1183,False,False,False
ambient air cooling,throbbing (pain),-0.0368,-0.0988,False,False,False
unfriendly,two out,0.1829,0.09406,False,False,False
barge,combination (e.g. of foodstuffs),0.05334,-0.0384,False,False,False
conception,misconception,0.251,0.1451,False,False,False
to make a splash,annoying,0.1224,-0.164,False,False,False
carrying (on one's shoulder),nonbearing,0.0622,0.05823,False,False,False
oh dear!,take_over,0.149,-0.02484,False,False,False
to look at again,strimmer,0.1696,-0.0761,False,False,False
requirement,maternity hospital,0.1884,-0.1663,False,False,False
javelin (throw),spear carrier (for the master of a samurai family),0.3682,0.1351,False,False,False
coefficient of confidence,description of services offered,-0.0791,0.11395,False,False,False
national or local pride,soapsuds,0.1173,-0.08295,False,False,False
dot,mark_out,0.318,0.754,False,True,True
indeed,story,0.3223,0.0857,False,False,False
competence,international order of the seas,0.1086,-0.06714,False,False,False
baby monkey,breathing hole,0.184,-0.06396,False,False,False
Secret Service (US),repackaging,0.07526,-0.02557,False,False,False
cultivation,advertising firm,0.2299,-0.1604,False,False,False
my home,concession,0.2915,-0.1855,False,False,False
to loosen,the Table,0.2467,-0.04022,False,False,False
old,"Japanese ko-so-a-do demonstratives (e.g. pronouns: kore, sore, are, dore)",0.0397,0.0258,False,False,False
frayed spot,sure,0.1251,-0.03668,False,False,False
chaplain,insincerity,0.1984,-0.02939,False,False,False
leading,following,0.4438,0.1147,True,False,False
instructor,to say the least,0.1444,-0.0748,False,False,False
slip (of paper),assistance,0.2017,0.0774,False,False,False
facing,leaving a car (e.g. at a parking lot overnight),0.0483,-0.0521,False,False,False
mother goddess,"pyralid (any moth of family Pyralidae, many of which have larvae that devour foodstuffs)",0.1287,0.0796,False,False,False
writer of haikai poems,to manage (to do successfully),0.02638,-0.04297,False,False,False
(feeling) impatient,"close (relationship, connection, etc.)",0.07794,0.2379,False,False,False
factory farm,roe deer (Capreolus capreolus),0.2089,0.01429,False,False,False
God and Buddha,inhuman person,0.2434,0.0802,False,False,False
thermos flask,rathole,0.1024,0.1337,False,False,False
intelligence,rocket,0.2725,-0.109,False,False,False
rooming together,to get up someone's nose,0.1693,-0.1054,False,False,False
(ringing) cadence,patriotism,0.08246,0.0673,False,False,False
tender,rugged,0.485,-0.04208,True,False,False
squad,to save time,0.1729,-0.111,False,False,False
ill will,public services,0.0952,-0.01855,False,False,False
sugar refinery,the sugar industry,0.736,0.2969,True,False,False
company split-up,bigot,0.0678,-0.04425,False,False,False
universal gravitation,pantheism,0.1947,0.0816,False,False,False
to creak,GB,0.1504,0.03156,False,False,False
trying to do something beyond one's ability,loopback test,0.0594,-0.0728,False,False,False
illness,rapping (a percussion instrument),0.2133,-0.08466,False,False,False
short program,misconstruction,0.05905,-0.01388,False,False,False
bloating of the abdominal region,adult children,-0.02438,0.02232,False,False,False
"mixture of dashi, soy sauce, mirin and sugar","even if you burn yakimochi, don't burn your hands as well",0.187,-0.02005,False,False,False
crude,to wave about,0.1311,-0.2244,False,False,False
sound of peristaltic activity,high-res,0.00976,0.11224,False,False,False
frozen embryo,well bucket,0.1405,0.03815,False,False,False
particle adding uncertainty,mega-sized serving,0.01749,0.1907,False,False,False
